quarter,quarter_label,quarter_end_date,geography_type,geography_code,rolling_four_quarter_mean_utilisation,rolling_eight_quarter_mean_utilisation,utilisation_trend_slope,utilisation_volatility,consecutive_quarters_below_national_benchmark,consecutive_quarters_below_remoteness_benchmark,persistent_utilisation_classification,participant_provider_growth_quadrant,payment_provider_growth_quadrant,demand_score,purchasing_score,capacity_score,performance_score,optional_cluster,cluster_diagnostic_note,reliability_flag
2025Q2,2025 Q2,2024-12-31,ndia_service_area,Darwin Urban,0.78,0.782,-0.010000000000000063,0.014142135623730982,0,0,deteriorating,insufficient history,insufficient history,0.28095238095238095,0.9655172413793104,,0.66484375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q3,2025 Q3,2025-03-31,ndia_service_area,Darwin Urban,0.77,0.7766666666666667,-0.013999999999999948,0.018257418583505578,1,0,deteriorating,insufficient history,insufficient history,0.2873015873015873,0.9702194357366771,,0.57578125,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2025Q4,2025 Q4,2025-06-30,ndia_service_area,Darwin Urban,0.7625,0.7742857142857142,-0.007000000000000022,0.012583057392117947,0,0,deteriorating,insufficient history,insufficient history,0.29365079365079366,0.9733542319749217,,0.66484375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2026Q1,2026 Q1,2025-09-30,ndia_service_area,Darwin Urban,0.7549999999999999,0.77125,-0.0019999999999999927,0.0057735026918962025,0,0,stable,insufficient history,insufficient history,0.3142857142857143,0.9749216300940439,,0.57578125,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2024Q2,2024 Q2,2023-12-31,ndia_service_area,East Arnhem,,,,,1,1,insufficient history,insufficient history,insufficient history,,0.3056426332288401,0.9125,0.0296875,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",insufficient_history
2024Q3,2024 Q3,2024-03-31,ndia_service_area,East Arnhem,0.6,,,0.0,2,2,stable,insufficient history,insufficient history,,0.219435736677116,,0.0296875,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2024Q4,2024 Q4,2024-06-30,ndia_service_area,East Arnhem,0.6,,-6.404230818502669e-17,0.0,3,3,stable,insufficient history,insufficient history,,0.18808777429467086,,0.0296875,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q1,2025 Q1,2024-09-30,ndia_service_area,East Arnhem,0.5875,0.5875,-0.014999999999999923,0.024999999999999977,4,4,persistently low,insufficient history,insufficient history,,0.20219435736677116,,0.0078125,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q2,2025 Q2,2024-12-31,ndia_service_area,East Arnhem,0.5675,0.5740000000000001,-0.028999999999999988,0.039475730941090026,5,5,persistently low,insufficient history,insufficient history,,0.1865203761755486,,0.003125,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q3,2025 Q3,2025-03-31,ndia_service_area,East Arnhem,0.56,0.5733333333333334,-0.012,0.03366501646120692,6,6,persistently low,insufficient history,insufficient history,,0.19592476489028213,,0.01640625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2025Q4,2025 Q4,2025-06-30,ndia_service_area,East Arnhem,0.55,0.5714285714285714,0.007999999999999998,0.02160246899469285,7,7,persistently low,insufficient history,insufficient history,,0.25235109717868337,,0.01171875,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2026Q1,2026 Q1,2025-09-30,ndia_service_area,East Arnhem,0.56,0.57375,0.02000000000000003,0.029439202887759443,8,8,persistently low,insufficient history,insufficient history,,0.3981191222570533,,0.021875,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2024Q2,2024 Q2,2023-12-31,ndia_service_area,Eastern Adelaide,,,,,0,1,insufficient history,insufficient history,insufficient history,0.09682539682539683,0.8714733542319749,0.7,0.89375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",insufficient_history
2024Q3,2024 Q3,2024-03-31,ndia_service_area,Eastern Adelaide,0.79,,,0.0,0,2,stable,insufficient history,insufficient history,0.10634920634920635,0.8887147335423198,,0.89375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2024Q4,2024 Q4,2024-06-30,ndia_service_area,Eastern Adelaide,0.79,,-7.86578352023717e-18,0.0,0,3,stable,insufficient history,insufficient history,0.1126984126984127,0.9153605015673981,,0.89375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q1,2025 Q1,2024-09-30,ndia_service_area,Eastern Adelaide,0.7875000000000001,0.7875000000000001,-0.0029999999999999866,0.005000000000000023,0,0,stable,insufficient history,insufficient history,0.13333333333333333,0.932601880877743,,0.81640625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q2,2025 Q2,2024-12-31,ndia_service_area,Eastern Adelaide,0.78,0.782,-0.010000000000000063,0.014142135623730982,0,1,deteriorating,insufficient history,insufficient history,0.15079365079365079,0.9028213166144201,,0.66484375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q3,2025 Q3,2025-03-31,ndia_service_area,Eastern Adelaide,0.775,0.7799999999999999,-0.007999999999999986,0.012909944487358096,0,2,deteriorating,insufficient history,insufficient history,0.16507936507936508,0.9200626959247649,,0.740625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2025Q4,2025 Q4,2025-06-30,ndia_service_area,Eastern Adelaide,0.7675000000000001,0.7771428571428572,-0.004999999999999937,0.009574271077563437,0,3,stable,insufficient history,insufficient history,0.1746031746031746,0.9278996865203761,,0.66484375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2026Q1,2026 Q1,2025-09-30,ndia_service_area,Eastern Adelaide,0.76,0.77375,-0.003999999999999992,0.008164965809277376,0,4,stable,insufficient history,insufficient history,0.19682539682539682,0.9263322884012539,,0.57578125,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2024Q2,2024 Q2,2023-12-31,ndia_service_area,Eyre and Western,,,,,1,1,insufficient history,insufficient history,insufficient history,0.5634920634920635,0.2084639498432602,0.5625,0.10546875,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",insufficient_history
2024Q3,2024 Q3,2024-03-31,ndia_service_area,Eyre and Western,0.67,,,0.0,2,2,stable,insufficient history,insufficient history,0.6015873015873016,0.22100313479623823,,0.10546875,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2024Q4,2024 Q4,2024-06-30,ndia_service_area,Eyre and Western,0.6766666666666667,,0.009999999999999972,0.011547005383792478,3,3,recovering,insufficient history,insufficient history,0.6238095238095238,0.2554858934169279,,0.16015625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q1,2025 Q1,2024-09-30,ndia_service_area,Eyre and Western,0.675,0.675,0.0019999999999998964,0.009999999999999966,4,4,persistently low,insufficient history,insufficient history,0.6603174603174603,0.27586206896551724,,0.10546875,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q2,2025 Q2,2024-12-31,ndia_service_area,Eyre and Western,0.67,0.67,-0.008000000000000035,0.016329931618554516,5,5,persistently low,insufficient history,insufficient history,0.7063492063492064,0.24608150470219436,,0.07109375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q3,2025 Q3,2025-03-31,ndia_service_area,Eyre and Western,0.6625,0.665,-0.01700000000000002,0.02217355782608347,6,6,persistently low,insufficient history,insufficient history,0.7142857142857143,0.24921630094043887,,0.0578125,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2025Q4,2025 Q4,2025-06-30,ndia_service_area,Eyre and Western,0.645,0.6585714285714286,-0.016000000000000056,0.020816659994661448,7,7,persistently low,insufficient history,insufficient history,0.726984126984127,0.26959247648902823,,0.04375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2026Q1,2026 Q1,2025-09-30,ndia_service_area,Eyre and Western,0.6275000000000001,0.65125,-0.01699999999999991,0.022173557826083597,8,8,persistently low,insufficient history,insufficient history,0.7476190476190476,0.2711598746081505,,0.0296875,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2024Q2,2024 Q2,2023-12-31,ndia_service_area,Far North (SA),,,,,1,1,insufficient history,insufficient history,insufficient history,0.3396825396825397,0.13322884012539185,0.975,0.03671875,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",insufficient_history
2024Q3,2024 Q3,2024-03-31,ndia_service_area,Far North (SA),0.615,,,0.007071067811865481,2,2,stable,insufficient history,insufficient history,0.3968253968253968,0.18181818181818182,,0.04375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2024Q4,2024 Q4,2024-06-30,ndia_service_area,Far North (SA),0.6266666666666666,,0.02000000000000003,0.02081665999466133,3,3,recovering,insufficient history,insufficient history,0.3984126984126984,0.26802507836990597,,0.07109375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q1,2025 Q1,2024-09-30,ndia_service_area,Far North (SA),0.6325000000000001,0.6325000000000001,0.015000000000000136,0.020615528128088294,4,4,persistently low,insufficient history,insufficient history,0.42063492063492064,0.20376175548589343,,0.07109375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q2,2025 Q2,2024-12-31,ndia_service_area,Far North (SA),0.635,0.63,9.797343912125052e-17,0.017320508075688752,5,5,persistently low,insufficient history,insufficient history,0.44285714285714284,0.21316614420062696,,0.04375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q3,2025 Q3,2025-03-31,ndia_service_area,Far North (SA),0.63,0.625,-0.01799999999999997,0.024494897427831803,6,6,persistently low,insufficient history,insufficient history,0.4714285714285714,0.1833855799373041,,0.0296875,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2025Q4,2025 Q4,2025-06-30,ndia_service_area,Far North (SA),0.6225,0.6242857142857143,-0.010999999999999968,0.020615528128088385,7,7,persistently low,insufficient history,insufficient history,0.6111111111111112,0.1896551724137931,,0.04375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2026Q1,2026 Q1,2025-09-30,ndia_service_area,Far North (SA),0.61,0.62125,-0.003999999999999966,0.01154700538379285,8,8,persistently low,insufficient history,insufficient history,0.5920634920634921,0.1786833855799373,,0.0296875,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2024Q2,2024 Q2,2023-12-31,ndia_service_area,Far West,,,,,1,1,insufficient history,insufficient history,insufficient history,0.6587301587301587,0.1724137931034483,0.8875,0.10546875,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",insufficient_history
2024Q3,2024 Q3,2024-03-31,ndia_service_area,Far West,0.67,,,0.0,2,2,stable,insufficient history,insufficient history,0.7158730158730159,0.18025078369905956,,0.10546875,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2024Q4,2024 Q4,2024-06-30,ndia_service_area,Far West,0.6666666666666666,,-0.005000000000000019,0.005773502691896279,3,3,deteriorating,insufficient history,insufficient history,0.7238095238095238,0.2727272727272727,,0.0875,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q1,2025 Q1,2024-09-30,ndia_service_area,Far West,0.6575,0.6575,-0.01300000000000006,0.01892969448600096,4,4,persistently low,insufficient history,insufficient history,0.7571428571428571,0.19122257053291536,,0.0515625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q2,2025 Q2,2024-12-31,ndia_service_area,Far West,0.65,0.654,-0.012000000000000018,0.01825741858350562,5,5,persistently low,insufficient history,insufficient history,0.7857142857142857,0.2617554858934169,,0.0578125,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q3,2025 Q3,2025-03-31,ndia_service_area,Far West,0.645,0.6533333333333333,-0.002000000000000045,0.012909944487358228,6,6,persistently low,insufficient history,insufficient history,0.8047619047619048,0.3181818181818182,,0.07109375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2025Q4,2025 Q4,2025-06-30,ndia_service_area,Far West,0.6425,0.6528571428571429,0.007000000000000068,0.009574271077563647,7,7,persistently low,insufficient history,insufficient history,0.8301587301587302,0.3887147335423197,,0.07109375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2026Q1,2026 Q1,2025-09-30,ndia_service_area,Far West,0.6475,0.6525000000000001,0.0029999999999999628,0.005000000000000443,8,8,persistently low,insufficient history,insufficient history,0.8333333333333334,0.49216300940438873,,0.07109375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2024Q2,2024 Q2,2023-12-31,ndia_service_area,Fleurieu and Kangaroo Island,,,,,1,1,insufficient history,insufficient history,insufficient history,0.4492063492063492,0.2664576802507837,0.8625,0.47890625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",insufficient_history
2024Q3,2024 Q3,2024-03-31,ndia_service_area,Fleurieu and Kangaroo Island,0.74,,,0.0,2,2,stable,insufficient history,insufficient history,0.5015873015873016,0.23197492163009403,,0.47890625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2024Q4,2024 Q4,2024-06-30,ndia_service_area,Fleurieu and Kangaroo Island,0.74,,4.8749466345785125e-17,0.0,3,3,stable,insufficient history,insufficient history,0.5349206349206349,0.25391849529780564,,0.47890625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q1,2025 Q1,2024-09-30,ndia_service_area,Fleurieu and Kangaroo Island,0.735,0.735,-0.005999999999999989,0.010000000000000009,4,4,persistently low,insufficient history,insufficient history,0.6047619047619047,0.22727272727272727,,0.32734375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q2,2025 Q2,2024-12-31,ndia_service_area,Fleurieu and Kangaroo Island,0.7250000000000001,0.728,-0.013999999999999988,0.01914854215512677,5,5,persistently low,insufficient history,insufficient history,0.665079365079365,0.2445141065830721,,0.20625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q3,2025 Q3,2025-03-31,ndia_service_area,Fleurieu and Kangaroo Island,0.715,0.7233333333333333,-0.014000000000000073,0.01914854215512677,6,6,persistently low,insufficient history,insufficient history,0.7047619047619048,0.25705329153605017,,0.20625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2025Q4,2025 Q4,2025-06-30,ndia_service_area,Fleurieu and Kangaroo Island,0.7050000000000001,0.72,-0.006000000000000011,0.010000000000000009,7,7,persistently low,insufficient history,insufficient history,0.7317460317460317,0.329153605015674,,0.20625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2026Q1,2026 Q1,2025-09-30,ndia_service_area,Fleurieu and Kangaroo Island,0.7,0.7175,3.354800693505363e-17,0.0,8,8,persistently low,insufficient history,insufficient history,0.7714285714285715,0.3683385579937304,,0.20625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2024Q2,2024 Q2,2023-12-31,ndia_service_area,Goldfields-Esperance,,,,,1,1,insufficient history,insufficient history,insufficient history,0.04285714285714286,0.41849529780564265,0.9,0.10546875,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",insufficient_history
2024Q3,2024 Q3,2024-03-31,ndia_service_area,Goldfields-Esperance,0.66,,,0.014142135623730963,2,2,stable,insufficient history,insufficient history,0.05873015873015873,0.43103448275862066,,0.07109375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2024Q4,2024 Q4,2024-06-30,ndia_service_area,Goldfields-Esperance,0.6666666666666666,,0.00499999999999998,0.015275252316519468,3,3,stable,insufficient history,insufficient history,0.06666666666666667,0.47962382445141066,,0.12890625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q1,2025 Q1,2024-09-30,ndia_service_area,Goldfields-Esperance,0.6675,0.6675,0.003000000000000061,0.012583057392117914,4,4,persistently low,insufficient history,insufficient history,0.0761904761904762,0.5235109717868338,,0.10546875,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q2,2025 Q2,2024-12-31,ndia_service_area,Goldfields-Esperance,0.6625000000000001,0.664,-0.0010000000000000067,0.01500000000000002,5,5,persistently low,insufficient history,insufficient history,0.09206349206349207,0.6410658307210031,,0.07109375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q3,2025 Q3,2025-03-31,ndia_service_area,Goldfields-Esperance,0.665,0.6633333333333334,-0.007999999999999946,0.01290994448735806,6,6,persistently low,insufficient history,insufficient history,0.10317460317460317,0.6927899686520376,,0.0875,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2025Q4,2025 Q4,2025-06-30,ndia_service_area,Goldfields-Esperance,0.6575000000000001,0.6614285714285714,-0.004999999999999956,0.009574271077563371,7,7,persistently low,insufficient history,insufficient history,0.1253968253968254,0.7789968652037618,,0.07109375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2026Q1,2026 Q1,2025-09-30,ndia_service_area,Goldfields-Esperance,0.655,0.66125,0.0019999999999999797,0.005773502691896197,8,8,persistently low,insufficient history,insufficient history,0.1349206349206349,0.8432601880877743,,0.0875,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2024Q2,2024 Q2,2023-12-31,ndia_service_area,Goulburn,,,,,1,1,insufficient history,insufficient history,insufficient history,0.5079365079365079,0.12539184952978055,0.675,0.47890625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",insufficient_history
2024Q3,2024 Q3,2024-03-31,ndia_service_area,Goulburn,0.74,,,0.0,2,2,stable,insufficient history,insufficient history,0.5523809523809524,0.164576802507837,,0.47890625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2024Q4,2024 Q4,2024-06-30,ndia_service_area,Goulburn,0.74,,4.8749466345785125e-17,0.0,3,3,stable,insufficient history,insufficient history,0.6142857142857143,0.1755485893416928,,0.47890625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q1,2025 Q1,2024-09-30,ndia_service_area,Goulburn,0.7375,0.7375,-0.003000000000000061,0.005000000000000023,4,4,persistently low,insufficient history,insufficient history,0.6968253968253968,0.1677115987460815,,0.39296875,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q2,2025 Q2,2024-12-31,ndia_service_area,Goulburn,0.73,0.732,-0.009999999999999988,0.014142135623730982,5,5,persistently low,insufficient history,insufficient history,0.780952380952381,0.10815047021943573,,0.2671875,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q3,2025 Q3,2025-03-31,ndia_service_area,Goulburn,0.7224999999999999,0.7283333333333334,-0.011000000000000034,0.015000000000000051,6,6,persistently low,insufficient history,insufficient history,0.8269841269841269,0.13009404388714735,,0.2671875,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2025Q4,2025 Q4,2025-06-30,ndia_service_area,Goulburn,0.7149999999999999,0.7257142857142858,-0.0060000000000000235,0.0100000000000001,7,7,persistently low,insufficient history,insufficient history,0.8571428571428571,0.15203761755485892,,0.2671875,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2026Q1,2026 Q1,2025-09-30,ndia_service_area,Goulburn,0.7075,0.7224999999999999,-0.0029999999999999953,0.005000000000000023,8,8,persistently low,insufficient history,insufficient history,0.8952380952380953,0.16300940438871472,,0.20625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2024Q2,2024 Q2,2023-12-31,ndia_service_area,Great Southern,,,,,1,1,insufficient history,insufficient history,insufficient history,0.12698412698412698,0.09717868338557993,0.625,0.12890625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",insufficient_history
2024Q3,2024 Q3,2024-03-31,ndia_service_area,Great Southern,0.685,,,0.0070710678118653635,2,2,stable,insufficient history,insufficient history,0.14126984126984127,0.11598746081504702,,0.16015625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2024Q4,2024 Q4,2024-06-30,ndia_service_area,Great Southern,0.69,,0.009999999999999907,0.009999999999999898,3,3,recovering,insufficient history,insufficient history,0.16031746031746033,0.08934169278996865,,0.20625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q1,2025 Q1,2024-09-30,ndia_service_area,Great Southern,0.6875,0.6875,0.0009999999999999946,0.009574271077563304,4,4,persistently low,insufficient history,insufficient history,0.20317460317460317,0.06739811912225706,,0.12890625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q2,2025 Q2,2024-12-31,ndia_service_area,Great Southern,0.6849999999999999,0.6839999999999999,-0.007999999999999962,0.012909944487357971,5,5,persistently low,insufficient history,insufficient history,0.23015873015873015,0.05329153605015674,,0.10546875,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q3,2025 Q3,2025-03-31,ndia_service_area,Great Southern,0.6799999999999999,0.6816666666666666,-0.009999999999999995,0.014142135623730838,6,6,persistently low,insufficient history,insufficient history,0.2523809523809524,0.054858934169279,,0.10546875,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2025Q4,2025 Q4,2025-06-30,ndia_service_area,Great Southern,0.67,0.6785714285714286,-0.00600000000000001,0.008164965809276977,7,7,persistently low,insufficient history,insufficient history,0.273015873015873,0.11128526645768025,,0.0875,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2026Q1,2026 Q1,2025-09-30,ndia_service_area,Great Southern,0.665,0.67625,-0.0039999999999999,0.005773502691895708,8,8,persistently low,insufficient history,insufficient history,0.3,0.14733542319749215,,0.0875,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2024Q2,2024 Q2,2023-12-31,ndia_service_area,Hume Moreland,,,,,0,0,insufficient history,insufficient history,insufficient history,0.9888888888888889,0.3072100313479624,0.725,0.95859375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",insufficient_history
2024Q3,2024 Q3,2024-03-31,ndia_service_area,Hume Moreland,0.81,,,0.0,0,0,consistently high,insufficient history,insufficient history,0.9904761904761905,0.31974921630094044,,0.95859375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2024Q4,2024 Q4,2024-06-30,ndia_service_area,Hume Moreland,0.81,,-1.5969535087467613e-17,0.0,0,0,consistently high,insufficient history,insufficient history,0.9920634920634921,0.3620689655172414,,0.95859375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q1,2025 Q1,2024-09-30,ndia_service_area,Hume Moreland,0.805,0.805,-0.0059999999999999975,0.010000000000000009,0,0,deteriorating,insufficient history,insufficient history,0.9936507936507937,0.39184952978056425,,0.89375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q2,2025 Q2,2024-12-31,ndia_service_area,Hume Moreland,0.7975000000000001,0.8,-0.01099999999999998,0.014999999999999989,0,0,deteriorating,insufficient history,insufficient history,0.9952380952380953,0.3761755485893417,,0.81640625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q3,2025 Q3,2025-03-31,ndia_service_area,Hume Moreland,0.7925,0.7983333333333333,-0.007000000000000037,0.012583057392117876,0,0,deteriorating,insufficient history,insufficient history,0.9968253968253968,0.42946708463949845,,0.89375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2025Q4,2025 Q4,2025-06-30,ndia_service_area,Hume Moreland,0.7875000000000001,0.7971428571428572,0.0010000000000000206,0.004999999999999802,0,0,consistently high,insufficient history,insufficient history,0.9984126984126984,0.49059561128526646,,0.89375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2026Q1,2026 Q1,2025-09-30,ndia_service_area,Hume Moreland,0.785,0.795,2.528900667667612e-17,0.0057735026918960455,0,0,consistently high,insufficient history,insufficient history,1.0,0.5156739811912225,,0.81640625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2024Q2,2024 Q2,2023-12-31,ndia_service_area,Hunter New England,,,,,0,0,insufficient history,insufficient history,insufficient history,0.719047619047619,0.567398119122257,0.025,0.81640625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",insufficient_history
2024Q3,2024 Q3,2024-03-31,ndia_service_area,Hunter New England,0.78,,,0.0,0,0,stable,insufficient history,insufficient history,0.7603174603174603,0.5736677115987461,,0.81640625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2024Q4,2024 Q4,2024-06-30,ndia_service_area,Hunter New England,0.78,,-3.165106823279971e-17,0.0,0,0,stable,insufficient history,insufficient history,0.7793650793650794,0.6144200626959248,,0.81640625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
