quarter,ndis_service_area,service_area_state_label,remoteness_category,population_2025_erp,funded_plans_count,service_area_funded_plans_per_1000_population_2025_erp,service_area_mean_plan_utilisation,support_class,service_type,service_type_group,service_category_order,service_type_payment_amount,payment_item_participant_count_sum_not_unique,suppressed_payment_item_rows,suppressed_participant_item_rows,source_item_rows,service_area_payment_amount,service_type_payment_share_of_area_total,service_type_payment_per_1000_population,service_type_rank_within_area,national_service_type_payment_amount,national_service_type_area_mean_payment_amount,national_service_type_area_median_payment_amount,national_service_type_area_mean_share,national_payment_amount_from_area_items,national_service_type_payment_share,service_type_payment_share_gap_from_national,service_type_payment_amount_gap_from_national_area_mean
2024Q3,TAS North West,TAS North West (TAS),Outer Regional Australia,120091.0,,,77.0,Core,Personal Care,Personal Care,8,43232000.0,4667.0,17.0,17.0,49.0,239613000.0,0.18042426746462004,359993.6714658051,3.0,9551123000.0,116477109.75609756,96664500.0,0.22393234497027106,41180422000.0,0.23193358727601188,-0.05150931981139184,-73245109.75609756
2024Q3,TAS North West,TAS North West (TAS),Outer Regional Australia,120091.0,,,77.0,Capacity Building,Plan Management,Plan Management,9,3017000.0,3747.0,0.0,0.0,3.0,239613000.0,0.012591136541005705,25122.61535002623,10.0,596535000.0,7274817.073170732,5947500.0,0.017602503241055105,41180422000.0,0.014485888464183295,-0.00189475192317759,-4257817.073170732
2024Q3,TAS North West,TAS North West (TAS),Outer Regional Australia,120091.0,,,77.0,Core,Shared Accommodation Supports,Shared Accommodation Supports,10,93827000.0,1806.0,14.0,14.0,42.0,239613000.0,0.39157725165162155,781299.181454064,1.0,10760816000.0,131229463.41463415,100911500.0,0.2608157941643461,41180422000.0,0.2613090268963247,0.13026822475529687,-37402463.41463415
2024Q3,TAS North West,TAS North West (TAS),Outer Regional Australia,120091.0,,,77.0,Capacity Building,Support Coordination,Support Coordination,11,5371000.0,1459.0,9.0,9.0,14.0,239613000.0,0.022415311356228585,44724.41731686804,7.0,1087812000.0,13266000.0,10752500.0,0.03171081964580999,41180422000.0,0.026415756497104377,-0.004000445140875792,-7895000.0
2024Q3,TAS North West,TAS North West (TAS),Outer Regional Australia,120091.0,,,77.0,Capacity Building,Therapy,Therapy,12,10527000.0,4950.0,16.0,16.0,38.0,239613000.0,0.04393334251480512,87658.52561807296,4.0,3007967000.0,36682524.3902439,29993000.0,0.07706643775825112,41180422000.0,0.07304361766860962,-0.029110275153804495,-26155524.390243903
2024Q3,TAS South East,TAS South East (TAS),Remote Australia,131947.0,3309.0,25.078251115978382,73.0,Capital,Capital,Capital,1,1832000.0,494.0,180.0,180.0,198.0,188754000.0,0.00970575458003539,13884.362660765306,12.0,801304000.0,9772000.0,6944000.0,0.014774533133369525,41180422000.0,0.019458372718958537,-0.009752618138923147,-7940000.0
2024Q3,TAS South East,TAS South East (TAS),Remote Australia,131947.0,3309.0,25.078251115978382,73.0,Core,Community Participation Care,Community Participation Care,2,39651000.0,4950.0,15.0,15.0,48.0,188754000.0,0.2100670714263009,300507.02175873646,2.0,8715425000.0,106285670.73170732,89671500.0,0.21091048018408065,41180422000.0,0.2116400118483487,-0.0015729404220478083,-66634670.73170732
2024Q3,TAS South East,TAS South East (TAS),Remote Australia,131947.0,3309.0,25.078251115978382,73.0,Capacity Building,Early Childhood Supports,Early Childhood Supports,3,3459000.0,1047.0,5.0,5.0,10.0,188754000.0,0.018325439460885596,26215.071202831437,9.0,767149000.0,9355475.609756097,6176500.0,0.01872256931103088,41180422000.0,0.018628973739025792,-0.00030353427814019604,-5896475.609756097
2024Q3,TAS South East,TAS South East (TAS),Remote Australia,131947.0,3309.0,25.078251115978382,73.0,Core,Group Centre Care,Group Centre Care,4,8233000.0,1065.0,35.0,35.0,55.0,188754000.0,0.04361761869947127,62396.265167074656,5.0,1313280000.0,16015609.75609756,9988000.0,0.02984832339086152,41180422000.0,0.03189088251693972,0.011726736182531547,-7782609.756097561
2024Q3,TAS South East,TAS South East (TAS),Remote Australia,131947.0,3309.0,25.078251115978382,73.0,Core,High Needs Personal Care,High Needs Personal Care,5,3215000.0,521.0,12.0,12.0,20.0,188754000.0,0.017032751623806647,24365.84386155047,10.0,1096146000.0,13367634.146341464,11004500.0,0.02619087553014369,41180422000.0,0.026618134219217084,-0.009585382595410436,-10152634.146341464
2024Q3,TAS South East,TAS South East (TAS),Remote Australia,131947.0,3309.0,25.078251115978382,73.0,Capacity Building,Other Capacity Building,Other Capacity Building,6,7254000.0,2241.0,23.0,23.0,44.0,188754000.0,0.038430973648240566,54976.61940021372,6.0,2531886000.0,30876658.536585364,18770000.0,0.05407310118683673,41180422000.0,0.061482759938691255,-0.02305178629045069,-23622658.536585364
2024Q3,TAS South East,TAS South East (TAS),Remote Australia,131947.0,3309.0,25.078251115978382,73.0,Core,Other Core,Other Core,7,4698000.0,3687.0,27.0,27.0,62.0,188754000.0,0.02488953876474141,35605.20512023767,8.0,950979000.0,11597304.878048781,9852500.0,0.02215709553272414,41180422000.0,0.023092988216585057,0.001796550548156351,-6899304.878048781
2024Q3,TAS South East,TAS South East (TAS),Remote Australia,131947.0,3309.0,25.078251115978382,73.0,Core,Personal Care,Personal Care,8,32959000.0,4236.0,19.0,19.0,49.0,188754000.0,0.1746135181241192,249789.6882839322,3.0,9551123000.0,116477109.75609756,96664500.0,0.22393234497027106,41180422000.0,0.23193358727601188,-0.057320069151892666,-83518109.75609756
2024Q3,TAS South East,TAS South East (TAS),Remote Australia,131947.0,3309.0,25.078251115978382,73.0,Capacity Building,Plan Management,Plan Management,9,3204000.0,4142.0,0.0,0.0,3.0,188754000.0,0.01697447471311866,24282.477055181247,11.0,596535000.0,7274817.073170732,5947500.0,0.017602503241055105,41180422000.0,0.014485888464183295,0.0024885862489353663,-4070817.073170732
2024Q3,TAS South East,TAS South East (TAS),Remote Australia,131947.0,3309.0,25.078251115978382,73.0,Core,Shared Accommodation Supports,Shared Accommodation Supports,10,67101000.0,1516.0,17.0,17.0,42.0,188754000.0,0.3554944530976827,508545.0976528455,1.0,10760816000.0,131229463.41463415,100911500.0,0.2608157941643461,41180422000.0,0.2613090268963247,0.094185426201358,-64128463.41463415
2024Q3,TAS South East,TAS South East (TAS),Remote Australia,131947.0,3309.0,25.078251115978382,73.0,Capacity Building,Support Coordination,Support Coordination,11,4951000.0,1400.0,6.0,6.0,11.0,188754000.0,0.026229907710565076,37522.641666729825,7.0,1087812000.0,13266000.0,10752500.0,0.03171081964580999,41180422000.0,0.026415756497104377,-0.00018584878653930131,-8315000.0
2024Q3,TAS South East,TAS South East (TAS),Remote Australia,131947.0,3309.0,25.078251115978382,73.0,Capacity Building,Therapy,Therapy,12,12197000.0,5336.0,16.0,16.0,42.0,188754000.0,0.06461849815103256,92438.63066231138,4.0,3007967000.0,36682524.3902439,29993000.0,0.07706643775825112,41180422000.0,0.07304361766860962,-0.00842511951757706,-24485524.390243903
2024Q3,TAS South West,TAS South West (TAS),Inner Regional Australia,167830.0,3874.0,23.082881487219208,74.0,Capital,Capital,Capital,1,1267000.0,445.0,182.0,182.0,196.0,285989000.0,0.004430240323928543,7549.3058452005,12.0,801304000.0,9772000.0,6944000.0,0.014774533133369525,41180422000.0,0.019458372718958537,-0.015028132395029994,-8505000.0
2024Q3,TAS South West,TAS South West (TAS),Inner Regional Australia,167830.0,3874.0,23.082881487219208,74.0,Core,Community Participation Care,Community Participation Care,2,64079000.0,7465.0,14.0,14.0,47.0,285989000.0,0.22406106528572778,381808.9733659059,2.0,8715425000.0,106285670.73170732,89671500.0,0.21091048018408065,41180422000.0,0.2116400118483487,0.012421053437379065,-42206670.73170732
2024Q3,TAS South West,TAS South West (TAS),Inner Regional Australia,167830.0,3874.0,23.082881487219208,74.0,Capacity Building,Early Childhood Supports,Early Childhood Supports,3,2575000.0,842.0,4.0,4.0,9.0,285989000.0,0.009003842805142855,15342.906512542453,11.0,767149000.0,9355475.609756097,6176500.0,0.01872256931103088,41180422000.0,0.018628973739025792,-0.009625130933882937,-6780475.609756097
2024Q3,TAS South West,TAS South West (TAS),Inner Regional Australia,167830.0,3874.0,23.082881487219208,74.0,Core,Group Centre Care,Group Centre Care,4,9995000.0,1670.0,37.0,37.0,56.0,285989000.0,0.034948896635884595,59554.31090984925,6.0,1313280000.0,16015609.75609756,9988000.0,0.02984832339086152,41180422000.0,0.03189088251693972,0.0030580141189448726,-6020609.756097561
2024Q3,TAS South West,TAS South West (TAS),Inner Regional Australia,167830.0,3874.0,23.082881487219208,74.0,Core,High Needs Personal Care,High Needs Personal Care,5,4867000.0,790.0,14.0,14.0,23.0,285989000.0,0.017018137061215643,28999.58291127927,9.0,1096146000.0,13367634.146341464,11004500.0,0.02619087553014369,41180422000.0,0.026618134219217084,-0.00959999715800144,-8500634.146341464
2024Q3,TAS South West,TAS South West (TAS),Inner Regional Australia,167830.0,3874.0,23.082881487219208,74.0,Capacity Building,Other Capacity Building,Other Capacity Building,6,10759000.0,2902.0,35.0,35.0,57.0,285989000.0,0.037620328054575526,64106.53637609485,5.0,2531886000.0,30876658.536585364,18770000.0,0.05407310118683673,41180422000.0,0.061482759938691255,-0.02386243188411573,-20117658.536585364
2024Q3,TAS South West,TAS South West (TAS),Inner Regional Australia,167830.0,3874.0,23.082881487219208,74.0,Core,Other Core,Other Core,7,6262000.0,4813.0,29.0,29.0,66.0,285989000.0,0.02189594704691439,37311.5652743848,8.0,950979000.0,11597304.878048781,9852500.0,0.02215709553272414,41180422000.0,0.023092988216585057,-0.0011970411696706658,-5335304.878048781
2024Q3,TAS South West,TAS South West (TAS),Inner Regional Australia,167830.0,3874.0,23.082881487219208,74.0,Core,Personal Care,Personal Care,8,47378000.0,5790.0,19.0,19.0,53.0,285989000.0,0.16566371433866336,282297.56301018887,3.0,9551123000.0,116477109.75609756,96664500.0,0.22393234497027106,41180422000.0,0.23193358727601188,-0.06626987293734851,-69099109.75609756
2024Q3,TAS South West,TAS South West (TAS),Inner Regional Australia,167830.0,3874.0,23.082881487219208,74.0,Capacity Building,Plan Management,Plan Management,9,3660000.0,4673.0,1.0,1.0,4.0,285989000.0,0.012797695016241884,21807.781683846748,10.0,596535000.0,7274817.073170732,5947500.0,0.017602503241055105,41180422000.0,0.014485888464183295,-0.0016881934479414107,-3614817.073170732
2024Q3,TAS South West,TAS South West (TAS),Inner Regional Australia,167830.0,3874.0,23.082881487219208,74.0,Core,Shared Accommodation Supports,Shared Accommodation Supports,10,113711000.0,2462.0,13.0,13.0,41.0,285989000.0,0.3976062016371259,677536.7931835786,1.0,10760816000.0,131229463.41463415,100911500.0,0.2608157941643461,41180422000.0,0.2613090268963247,0.13629717474080122,-17518463.414634153
2024Q3,TAS South West,TAS South West (TAS),Inner Regional Australia,167830.0,3874.0,23.082881487219208,74.0,Capacity Building,Support Coordination,Support Coordination,11,7255000.0,2046.0,9.0,9.0,14.0,285989000.0,0.025368108563616085,43228.26669844486,7.0,1087812000.0,13266000.0,10752500.0,0.03171081964580999,41180422000.0,0.026415756497104377,-0.0010476479334882924,-6011000.0
2024Q3,TAS South West,TAS South West (TAS),Inner Regional Australia,167830.0,3874.0,23.082881487219208,74.0,Capacity Building,Therapy,Therapy,12,14181000.0,6485.0,15.0,15.0,43.0,285989000.0,0.04958582323096343,84496.21640946195,4.0,3007967000.0,36682524.3902439,29993000.0,0.07706643775825112,41180422000.0,0.07304361766860962,-0.023457794437646187,-22501524.390243903
2024Q3,Toowoomba,Toowoomba (QLD),Very Remote Australia,294745.0,8700.0,29.517040153352895,76.0,Capital,Capital,Capital,1,9466000.0,1524.0,216.0,216.0,260.0,570409000.0,0.01659510982470473,32115.896792142357,10.0,801304000.0,9772000.0,6944000.0,0.014774533133369525,41180422000.0,0.019458372718958537,-0.0028632628942538083,-306000.0
2024Q3,Toowoomba,Toowoomba (QLD),Very Remote Australia,294745.0,8700.0,29.517040153352895,76.0,Core,Community Participation Care,Community Participation Care,2,136055000.0,17756.0,11.0,11.0,48.0,570409000.0,0.23852183257978046,461602.40207637113,3.0,8715425000.0,106285670.73170732,89671500.0,0.21091048018408065,41180422000.0,0.2116400118483487,0.02688182073143175,29769329.26829268
2024Q3,Toowoomba,Toowoomba (QLD),Very Remote Australia,294745.0,8700.0,29.517040153352895,76.0,Capacity Building,Early Childhood Supports,Early Childhood Supports,3,6680000.0,2056.0,5.0,5.0,11.0,570409000.0,0.011710895164697612,22663.658416597398,12.0,767149000.0,9355475.609756097,6176500.0,0.01872256931103088,41180422000.0,0.018628973739025792,-0.00691807857432818,-2675475.609756097
2024Q3,Toowoomba,Toowoomba (QLD),Very Remote Australia,294745.0,8700.0,29.517040153352895,76.0,Core,Group Centre Care,Group Centre Care,4,10479000.0,3313.0,46.0,46.0,77.0,570409000.0,0.01837102850761471,35552.76595022816,9.0,1313280000.0,16015609.75609756,9988000.0,0.02984832339086152,41180422000.0,0.03189088251693972,-0.01351985400932501,-5536609.756097561
2024Q3,Toowoomba,Toowoomba (QLD),Very Remote Australia,294745.0,8700.0,29.517040153352895,76.0,Core,High Needs Personal Care,High Needs Personal Care,5,16270000.0,2459.0,16.0,16.0,33.0,570409000.0,0.028523392863717086,55200.25785000594,6.0,1096146000.0,13367634.146341464,11004500.0,0.02619087553014369,41180422000.0,0.026618134219217084,0.001905258644500002,2902365.8536585364
2024Q3,Toowoomba,Toowoomba (QLD),Very Remote Australia,294745.0,8700.0,29.517040153352895,76.0,Capacity Building,Other Capacity Building,Other Capacity Building,6,20097000.0,6495.0,29.0,29.0,58.0,570409000.0,0.03523261379115687,68184.3627542452,5.0,2531886000.0,30876658.536585364,18770000.0,0.05407310118683673,41180422000.0,0.061482759938691255,-0.026250146147534383,-10779658.536585364
2024Q3,Toowoomba,Toowoomba (QLD),Very Remote Australia,294745.0,8700.0,29.517040153352895,76.0,Core,Other Core,Other Core,7,12561000.0,8465.0,21.0,21.0,67.0,570409000.0,0.022021041042480045,42616.49900761675,8.0,950979000.0,11597304.878048781,9852500.0,0.02215709553272414,41180422000.0,0.023092988216585057,-0.0010719471741050118,963695.1219512187
2024Q3,Toowoomba,Toowoomba (QLD),Very Remote Australia,294745.0,8700.0,29.517040153352895,76.0,Core,Personal Care,Personal Care,8,136756000.0,15661.0,16.0,16.0,57.0,570409000.0,0.23975077532086625,463980.7291048194,2.0,9551123000.0,116477109.75609756,96664500.0,0.22393234497027106,41180422000.0,0.23193358727601188,0.007817188044854373,20278890.243902445
2024Q3,Toowoomba,Toowoomba (QLD),Very Remote Australia,294745.0,8700.0,29.517040153352895,76.0,Capacity Building,Plan Management,Plan Management,9,8725000.0,9405.0,1.0,1.0,4.0,570409000.0,0.015296041962872254,29601.859234253337,11.0,596535000.0,7274817.073170732,5947500.0,0.017602503241055105,41180422000.0,0.014485888464183295,0.0008101534986889591,1450182.9268292682
2024Q3,Toowoomba,Toowoomba (QLD),Very Remote Australia,294745.0,8700.0,29.517040153352895,76.0,Core,Shared Accommodation Supports,Shared Accommodation Supports,10,165917000.0,5034.0,11.0,11.0,44.0,570409000.0,0.2908737414732236,562917.0978303278,1.0,10760816000.0,131229463.41463415,100911500.0,0.2608157941643461,41180422000.0,0.2613090268963247,0.02956471457689891,34687536.58536585
2024Q3,Toowoomba,Toowoomba (QLD),Very Remote Australia,294745.0,8700.0,29.517040153352895,76.0,Capacity Building,Support Coordination,Support Coordination,11,13571000.0,4178.0,7.0,7.0,15.0,570409000.0,0.023791700341334026,46043.18987599451,7.0,1087812000.0,13266000.0,10752500.0,0.03171081964580999,41180422000.0,0.026415756497104377,-0.002624056155770351,305000.0
2024Q3,Toowoomba,Toowoomba (QLD),Very Remote Australia,294745.0,8700.0,29.517040153352895,76.0,Capacity Building,Therapy,Therapy,12,33832000.0,17791.0,9.0,9.0,41.0,570409000.0,0.059311827127552334,114783.96580094658,4.0,3007967000.0,36682524.3902439,29993000.0,0.07706643775825112,41180422000.0,0.07304361766860962,-0.013731790541057283,-2850524.390243903
2024Q3,Townsville,Townsville (QLD),Very Remote Australia,280540.0,8223.0,29.31132815284808,74.0,Capital,Capital,Capital,1,9072000.0,2057.0,214.0,214.0,266.0,507830000.0,0.017864245909064057,32337.634561916304,10.0,801304000.0,9772000.0,6944000.0,0.014774533133369525,41180422000.0,0.019458372718958537,-0.0015941268098944791,-700000.0
2024Q3,Townsville,Townsville (QLD),Very Remote Australia,280540.0,8223.0,29.31132815284808,74.0,Core,Community Participation Care,Community Participation Care,2,108291000.0,13569.0,12.0,12.0,49.0,507830000.0,0.2132426205619991,386009.1252584302,3.0,8715425000.0,106285670.73170732,89671500.0,0.21091048018408065,41180422000.0,0.2116400118483487,0.0016026087136503941,2005329.2682926804
2024Q3,Townsville,Townsville (QLD),Very Remote Australia,280540.0,8223.0,29.31132815284808,74.0,Capacity Building,Early Childhood Supports,Early Childhood Supports,3,13405000.0,3379.0,3.0,3.0,11.0,507830000.0,0.026396628793100053,47782.847365794536,8.0,767149000.0,9355475.609756097,6176500.0,0.01872256931103088,41180422000.0,0.018628973739025792,0.007767655054074261,4049524.390243903
2024Q3,Townsville,Townsville (QLD),Very Remote Australia,280540.0,8223.0,29.31132815284808,74.0,Core,Group Centre Care,Group Centre Care,4,8396000.0,2316.0,46.0,46.0,67.0,507830000.0,0.016533091782683182,29927.99600769944,11.0,1313280000.0,16015609.75609756,9988000.0,0.02984832339086152,41180422000.0,0.03189088251693972,-0.01535779073425654,-7619609.756097561
2024Q3,Townsville,Townsville (QLD),Very Remote Australia,280540.0,8223.0,29.31132815284808,74.0,Core,High Needs Personal Care,High Needs Personal Care,5,20313000.0,1938.0,22.0,22.0,35.0,507830000.0,0.03999960616741823,72406.78691095744,5.0,1096146000.0,13367634.146341464,11004500.0,0.02619087553014369,41180422000.0,0.026618134219217084,0.013381471948201148,6945365.853658536
2024Q3,Townsville,Townsville (QLD),Very Remote Australia,280540.0,8223.0,29.31132815284808,74.0,Capacity Building,Other Capacity Building,Other Capacity Building,6,18318000.0,5254.0,25.0,25.0,55.0,507830000.0,0.03607112616426757,65295.50153275825,6.0,2531886000.0,30876658.536585364,18770000.0,0.05407310118683673,41180422000.0,0.061482759938691255,-0.025411633774423688,-12558658.536585364
2024Q3,Townsville,Townsville (QLD),Very Remote Australia,280540.0,8223.0,29.31132815284808,74.0,Core,Other Core,Other Core,7,10941000.0,7603.0,20.0,20.0,68.0,507830000.0,0.02154461138569994,38999.78612675554,9.0,950979000.0,11597304.878048781,9852500.0,0.02215709553272414,41180422000.0,0.023092988216585057,-0.0015483768308851183,-656304.8780487813
2024Q3,Townsville,Townsville (QLD),Very Remote Australia,280540.0,8223.0,29.31132815284808,74.0,Core,Personal Care,Personal Care,8,125210000.0,11738.0,16.0,16.0,55.0,507830000.0,0.24655888781678909,446317.81564126327,2.0,9551123000.0,116477109.75609756,96664500.0,0.22393234497027106,41180422000.0,0.23193358727601188,0.014625300540777209,8732890.243902445
2024Q3,Townsville,Townsville (QLD),Very Remote Australia,280540.0,8223.0,29.31132815284808,74.0,Capacity Building,Plan Management,Plan Management,9,7378000.0,7936.0,1.0,1.0,4.0,507830000.0,0.014528483941476478,26299.279960076994,12.0,596535000.0,7274817.073170732,5947500.0,0.017602503241055105,41180422000.0,0.014485888464183295,4.259547729318358e-05,103182.92682926822
2024Q3,Townsville,Townsville (QLD),Very Remote Australia,280540.0,8223.0,29.31132815284808,74.0,Core,Shared Accommodation Supports,Shared Accommodation Supports,10,139415000.0,3729.0,10.0,10.0,38.0,507830000.0,0.2745308469369671,496952.30626648606,1.0,10760816000.0,131229463.41463415,100911500.0,0.2608157941643461,41180422000.0,0.2613090268963247,0.013221820040642429,8185536.585365847
2024Q3,Townsville,Townsville (QLD),Very Remote Australia,280540.0,8223.0,29.31132815284808,74.0,Capacity Building,Support Coordination,Support Coordination,11,14195000.0,4088.0,7.0,7.0,16.0,507830000.0,0.027952267491089536,50598.84508447993,7.0,1087812000.0,13266000.0,10752500.0,0.03171081964580999,41180422000.0,0.026415756497104377,0.0015365109939851594,929000.0
2024Q3,Townsville,Townsville (QLD),Very Remote Australia,280540.0,8223.0,29.31132815284808,74.0,Capacity Building,Therapy,Therapy,12,32896000.0,14591.0,7.0,7.0,40.0,507830000.0,0.06477758304944568,117259.57082768946,4.0,3007967000.0,36682524.3902439,29993000.0,0.07706643775825112,41180422000.0,0.07304361766860962,-0.008266034619163934,-3786524.390243903
2024Q3,Western Adelaide,Western Adelaide (SA),Major Cities of Australia,197388.0,5026.0,25.46254078262103,78.0,Capital,Capital,Capital,1,4704000.0,910.0,182.0,182.0,205.0,321818000.0,0.014616957410710401,23831.235941394614,12.0,801304000.0,9772000.0,6944000.0,0.014774533133369525,41180422000.0,0.019458372718958537,-0.004841415308248135,-5068000.0
2024Q3,Western Adelaide,Western Adelaide (SA),Major Cities of Australia,197388.0,5026.0,25.46254078262103,78.0,Core,Community Participation Care,Community Participation Care,2,66412000.0,10892.0,7.0,7.0,47.0,321818000.0,0.20636508834185782,336454.09042089694,3.0,8715425000.0,106285670.73170732,89671500.0,0.21091048018408065,41180422000.0,0.2116400118483487,-0.005274923506490892,-39873670.73170732
2024Q3,Western Adelaide,Western Adelaide (SA),Major Cities of Australia,197388.0,5026.0,25.46254078262103,78.0,Capacity Building,Early Childhood Supports,Early Childhood Supports,3,5888000.0,1268.0,3.0,3.0,11.0,321818000.0,0.018296055534494652,29829.574239568767,10.0,767149000.0,9355475.609756097,6176500.0,0.01872256931103088,41180422000.0,0.018628973739025792,-0.00033291820453114004,-3467475.609756097
2024Q3,Western Adelaide,Western Adelaide (SA),Major Cities of Australia,197388.0,5026.0,25.46254078262103,78.0,Core,Group Centre Care,Group Centre Care,4,8646000.0,1991.0,51.0,51.0,78.0,321818000.0,0.02686611687351236,43802.05483616025,8.0,1313280000.0,16015609.75609756,9988000.0,0.02984832339086152,41180422000.0,0.03189088251693972,-0.005024765643427364,-7369609.756097561
2024Q3,Western Adelaide,Western Adelaide (SA),Major Cities of Australia,197388.0,5026.0,25.46254078262103,78.0,Core,High Needs Personal Care,High Needs Personal Care,5,9930000.0,1492.0,16.0,16.0,34.0,321818000.0,0.030855949636129736,50307.00954465317,6.0,1096146000.0,13367634.146341464,11004500.0,0.02619087553014369,41180422000.0,0.026618134219217084,0.004237815416912653,-3437634.1463414636
2024Q3,Western Adelaide,Western Adelaide (SA),Major Cities of Australia,197388.0,5026.0,25.46254078262103,78.0,Capacity Building,Other Capacity Building,Other Capacity Building,6,16735000.0,4176.0,25.0,25.0,55.0,321818000.0,0.05200144180872419,84782.256266845,5.0,2531886000.0,30876658.536585364,18770000.0,0.05407310118683673,41180422000.0,0.061482759938691255,-0.009481318129967067,-14141658.536585364
2024Q3,Western Adelaide,Western Adelaide (SA),Major Cities of Australia,197388.0,5026.0,25.46254078262103,78.0,Core,Other Core,Other Core,7,7559000.0,5608.0,25.0,25.0,64.0,321818000.0,0.02348843134939624,38295.13445599529,9.0,950979000.0,11597304.878048781,9852500.0,0.02215709553272414,41180422000.0,0.023092988216585057,0.00039544313281118446,-4038304.8780487813
2024Q3,Western Adelaide,Western Adelaide (SA),Major Cities of Australia,197388.0,5026.0,25.46254078262103,78.0,Core,Personal Care,Personal Care,8,82673000.0,11402.0,21.0,21.0,64.0,321818000.0,0.25689364796251296,418834.98490283097,1.0,9551123000.0,116477109.75609756,96664500.0,0.22393234497027106,41180422000.0,0.23193358727601188,0.024960060686501084,-33804109.756097555
2024Q3,Western Adelaide,Western Adelaide (SA),Major Cities of Australia,197388.0,5026.0,25.46254078262103,78.0,Capacity Building,Plan Management,Plan Management,9,4953000.0,5300.0,1.0,1.0,4.0,321818000.0,0.015390686661404893,25092.710803088336,11.0,596535000.0,7274817.073170732,5947500.0,0.017602503241055105,41180422000.0,0.014485888464183295,0.0009047981972215985,-2321817.073170732
2024Q3,Western Adelaide,Western Adelaide (SA),Major Cities of Australia,197388.0,5026.0,25.46254078262103,78.0,Core,Shared Accommodation Supports,Shared Accommodation Supports,10,78892000.0,2391.0,9.0,9.0,41.0,321818000.0,0.24514477126823236,399679.8184286785,2.0,10760816000.0,131229463.41463415,100911500.0,0.2608157941643461,41180422000.0,0.2613090268963247,-0.016164255628092317,-52337463.41463415
2024Q3,Western Adelaide,Western Adelaide (SA),Major Cities of Australia,197388.0,5026.0,25.46254078262103,78.0,Capacity Building,Support Coordination,Support Coordination,11,8724000.0,2685.0,5.0,5.0,14.0,321818000.0,0.027108489891802198,44197.215636208886,7.0,1087812000.0,13266000.0,10752500.0,0.03171081964580999,41180422000.0,0.026415756497104377,0.0006927333946978205,-4542000.0
2024Q3,Western Adelaide,Western Adelaide (SA),Major Cities of Australia,197388.0,5026.0,25.46254078262103,78.0,Capacity Building,Therapy,Therapy,12,26702000.0,10780.0,9.0,9.0,41.0,321818000.0,0.08297236326122218,135276.71388331612,4.0,3007967000.0,36682524.3902439,29993000.0,0.07706643775825112,41180422000.0,0.07304361766860962,0.009928745592612559,-9980524.390243903
2024Q3,Western District,Western District (VIC),Outer Regional Australia,153831.0,4779.0,31.06656005616553,71.0,Capital,Capital,Capital,1,4036000.0,788.0,157.0,157.0,176.0,243377000.0,0.016583325458034242,26236.5843035539,12.0,801304000.0,9772000.0,6944000.0,0.014774533133369525,41180422000.0,0.019458372718958537,-0.0028750472609242947,-5736000.0
2024Q3,Western District,Western District (VIC),Outer Regional Australia,153831.0,4779.0,31.06656005616553,71.0,Core,Community Participation Care,Community Participation Care,2,50751000.0,10079.0,7.0,7.0,45.0,243377000.0,0.20852833258689193,329913.9965286581,2.0,8715425000.0,106285670.73170732,89671500.0,0.21091048018408065,41180422000.0,0.2116400118483487,-0.003111679261456779,-55534670.73170732
2024Q3,Western District,Western District (VIC),Outer Regional Australia,153831.0,4779.0,31.06656005616553,71.0,Capacity Building,Early Childhood Supports,Early Childhood Supports,3,4457000.0,1315.0,4.0,4.0,9.0,243377000.0,0.01831315202340402,28973.353875356723,10.0,767149000.0,9355475.609756097,6176500.0,0.01872256931103088,41180422000.0,0.018628973739025792,-0.000315821715621771,-4898475.609756097
2024Q3,Western District,Western District (VIC),Outer Regional Australia,153831.0,4779.0,31.06656005616553,71.0,Core,Group Centre Care,Group Centre Care,4,17862000.0,4934.0,38.0,38.0,84.0,243377000.0,0.07339230905138941,116114.4372720713,4.0,1313280000.0,16015609.75609756,9988000.0,0.02984832339086152,41180422000.0,0.03189088251693972,0.04150142653444969,1846390.2439024393
2024Q3,Western District,Western District (VIC),Outer Regional Australia,153831.0,4779.0,31.06656005616553,71.0,Core,High Needs Personal Care,High Needs Personal Care,5,4208000.0,863.0,18.0,18.0,28.0,243377000.0,0.017290047950299328,27354.694437402086,11.0,1096146000.0,13367634.146341464,11004500.0,0.02619087553014369,41180422000.0,0.026618134219217084,-0.009328086268917755,-9159634.146341464
2024Q3,Western District,Western District (VIC),Outer Regional Australia,153831.0,4779.0,31.06656005616553,71.0,Capacity Building,Other Capacity Building,Other Capacity Building,6,9651000.0,3166.0,29.0,29.0,53.0,243377000.0,0.03965452774912995,62737.67966144666,6.0,2531886000.0,30876658.536585364,18770000.0,0.05407310118683673,41180422000.0,0.061482759938691255,-0.021828232189561307,-21225658.536585364
2024Q3,Western District,Western District (VIC),Outer Regional Australia,153831.0,4779.0,31.06656005616553,71.0,Core,Other Core,Other Core,7,5790000.0,4244.0,34.0,34.0,56.0,243377000.0,0.02379025133845844,37638.707412680145,8.0,950979000.0,11597304.878048781,9852500.0,0.02215709553272414,41180422000.0,0.023092988216585057,0.000697263121873383,-5807304.878048781
